,Training Time (s),Testing Time (s),Inference Throughput gpu (fps),OpenVINO Inference Throughput (fps),pixel_AUROC,pixel_AUPRO,image_AUROC,image_F1Score,dataset.category,dataset.image_size,device,model_name
0,34.96184968948364,7.200632810592651,16.809109563982823,,0.979568362236023,0.9207330346107483,1.0,1.0,bottle,256,gpu,patchcore
0,52.33964657783508,9.632298231124878,20.29406462827116,,0.9735644459724426,0.9365418553352356,0.9369885325431824,0.95340496301651,pill,256,gpu,patchcore
0,39.33787941932678,8.473045110702515,14.121286346742794,,0.979489803314209,0.9036198258399963,0.9870689511299133,0.97826087474823,cable,256,gpu,patchcore
0,63.15289545059204,8.901264190673828,15.658776168110576,,0.990840494632721,0.9423338174819946,0.9762246608734131,0.9661017060279846,screw,256,gpu,patchcore
0,37.64441442489624,8.326534271240234,13.30856450426902,,0.987277090549469,0.9187372922897339,0.9760670065879822,0.9773755669593811,capsule,256,gpu,patchcore
0,39.61756467819214,7.6737542152404785,18.171251684021364,,0.9470825791358948,0.7901681661605835,0.9873737096786499,0.9879518151283264,tile,256,gpu,patchcore
0,51.92291259765625,8.906404495239258,12.717119676910336,,0.9865925312042236,0.9279208183288574,0.9779293537139893,0.9714285731315613,carpet,256,gpu,patchcore
0,15.885716915130615,6.686925888061523,14.49589844225727,,0.9865559935569763,0.8594347834587097,1.0,1.0,toothbrush,256,gpu,patchcore
0,35.39783763885498,7.941281795501709,12.388123987686141,,0.9647895097732544,0.9378328323364258,1.0,1.0,transistor,256,gpu,patchcore
0,47.367831230163574,7.3446900844573975,15.705138920725597,,0.979041337966919,0.8985909819602966,0.9724310636520386,0.9649122953414917,grid,256,gpu,patchcore
0,42.68440079689026,7.464772701263428,13.40343554286743,,0.931005597114563,0.8441324234008789,0.9929824471473694,0.9830508232116699,wood,256,gpu,patchcore
0,87.5638656616211,8.897095441818237,13.228959796958472,,0.9840860366821289,0.9429097771644592,1.0,1.0,hazelnut,256,gpu,patchcore
0,41.73429298400879,8.638168096542358,16.72750363165743,,0.9799385070800781,0.9215977191925049,0.9936974048614502,0.9874476790428162,zipper,256,gpu,patchcore
0,41.50772786140442,7.640425682067871,14.570629116179077,,0.9883614182472229,0.962956428527832,1.0,1.0,leather,256,gpu,patchcore
0,35.41500735282898,7.648068428039551,25.826470966347383,,0.9843864440917969,0.9154495000839233,0.9970674514770508,0.9892473220825195,metal_nut,256,gpu,patchcore
