,Training Time (s),Testing Time (s),Inference Throughput gpu (fps),OpenVINO Inference Throughput (fps),pixel_AUROC,pixel_AUPRO,image_AUROC,image_F1Score,dataset.category,dataset.image_size,device,model_name
0,15.965479850769043,7.8865039348602295,20.69491254690693,,0.9716968536376953,0.8777886033058167,0.9984126687049866,0.9919999837875366,bottle,256,gpu,dfm
0,18.896896362304688,9.829288959503174,19.654971182947094,,0.9702606201171875,0.8849117159843445,0.9536279439926147,0.945454478263855,pill,256,gpu,dfm
0,16.572410106658936,9.5738525390625,14.152423397040417,,0.9739106297492981,0.8642966151237488,0.9479010105133057,0.9119170904159546,cable,256,gpu,dfm
0,16.11805534362793,8.089467287063599,18.00476513256907,,0.9731289744377136,0.8675813674926758,0.8628817796707153,0.8897638320922852,screw,256,gpu,dfm
0,16.281452655792236,9.261007070541382,15.096091878127869,,0.9807491302490234,0.855213463306427,0.9461507797241211,0.9600000381469727,capsule,256,gpu,dfm
0,15.772058248519897,7.771038055419922,20.25816675017205,,0.9425444006919861,0.8521865606307983,0.985569953918457,0.9818181991577148,tile,256,gpu,dfm
0,14.107726812362671,7.552005767822266,15.10306174318374,,0.9834036827087402,0.7820714712142944,0.9666666984558105,0.9655172228813171,toothbrush,256,gpu,dfm
0,17.026445627212524,8.431912183761597,12.919675601686082,,0.9835963249206543,0.9071608781814575,0.94261634349823,0.9195402264595032,carpet,256,gpu,dfm
0,14.950091361999512,8.371454000473022,13.560667009721717,,0.98536217212677,0.9249420166015625,0.9625000357627869,0.888888955116272,transistor,256,gpu,dfm
0,14.454217433929443,6.93738579750061,16.754890752491182,,0.9264132380485535,0.7960633635520935,0.7894737124443054,0.8682170510292053,grid,256,gpu,dfm
0,16.059093236923218,8.030420303344727,13.57266287645244,,0.9047844409942627,0.8361810445785522,0.9938596487045288,0.9836065173149109,wood,256,gpu,dfm
0,17.175318717956543,8.083374977111816,13.14221841168999,,0.9822735786437988,0.9332340359687805,0.9803571105003357,0.9640287756919861,hazelnut,256,gpu,dfm
0,15.290316104888916,9.013263463973999,17.90719207670389,,0.9580249190330505,0.8501832485198975,0.963760495185852,0.9709542989730835,zipper,256,gpu,dfm
0,15.905283212661743,8.060296535491943,16.08228291654329,,0.9817946553230286,0.9598868489265442,1.0,1.0,leather,256,gpu,dfm
0,13.207932233810425,7.555978536605835,29.84233788190131,,0.9731554388999939,0.8610347509384155,0.9222874045372009,0.9285714626312256,metal_nut,256,gpu,dfm
